,COUNTRYCODE,COUNTRY,GOV_MAX_SI_DAYS_FROM_T0,CLASS_COARSE,POPULATION,EPI_CONFIRMED,EPI_CONFIRMED_PER_10K,EPI_DEAD,EPI_DEAD_PER_10K,T0_POP,T0_1_DEAD,T0_5_DEAD,T0_10_DEAD,EPI_DURATION_FIRST_WAVE,MAX_SI,DEAD_FIRST_WAVE,DEAD_SECOND_WAVE,DEAD_PEAK_1,DEAD_PEAK_1_PER_10k,DEAD_PEAK_2,DEAD_PEAK_2_PER_10k,C1_SCHOOL_CLOSING_AT_T0,C2_WORKPLACE_CLOSING_AT_T0,C3_CANCEL_PUBLIC_EVENTS_AT_T0,C4_RESTRICTIONS_ON_GATHERINGS_AT_T0,C5_CLOSE_PUBLIC_TRANSPORT_AT_T0,C6_STAY_AT_HOME_REQUIREMENTS_AT_T0,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_AT_T0,C8_INTERNATIONAL_TRAVEL_CONTROLS_AT_T0,H2_TESTING_POLICY_AT_T0,H3_CONTACT_TRACING_AT_T0,SI_AT_T0,C1_SCHOOL_CLOSING_AT_PEAK_1,C2_WORKPLACE_CLOSING_AT_PEAK_1,C3_CANCEL_PUBLIC_EVENTS_AT_PEAK_1,C4_RESTRICTIONS_ON_GATHERINGS_AT_PEAK_1,C5_CLOSE_PUBLIC_TRANSPORT_AT_PEAK_1,C6_STAY_AT_HOME_REQUIREMENTS_AT_PEAK_1,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_AT_PEAK_1,C8_INTERNATIONAL_TRAVEL_CONTROLS_AT_PEAK_1,H2_TESTING_POLICY_AT_PEAK_1,H3_CONTACT_TRACING_AT_PEAK_1,SI_AT_PEAK_1,C1_SCHOOL_CLOSING_DAYS_TO_THRESHOLD,C2_WORKPLACE_CLOSING_DAYS_TO_THRESHOLD,C3_CANCEL_PUBLIC_EVENTS_DAYS_TO_THRESHOLD,C4_RESTRICTIONS_ON_GATHERINGS_DAYS_TO_THRESHOLD,C5_CLOSE_PUBLIC_TRANSPORT_DAYS_TO_THRESHOLD,C6_STAY_AT_HOME_REQUIREMENTS_DAYS_TO_THRESHOLD,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_DAYS_TO_THRESHOLD,C8_INTERNATIONAL_TRAVEL_CONTROLS_DAYS_TO_THRESHOLD,H2_TESTING_POLICY_DAYS_TO_THRESHOLD,H3_CONTACT_TRACING_DAYS_TO_THRESHOLD,SI_DAYS_TO_THRESHOLD,C1_SCHOOL_CLOSING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C2_WORKPLACE_CLOSING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C3_CANCEL_PUBLIC_EVENTS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C4_RESTRICTIONS_ON_GATHERINGS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C5_CLOSE_PUBLIC_TRANSPORT_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C6_STAY_AT_HOME_REQUIREMENTS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C7_RESTRICTIONS_ON_INTERNAL_MOVEMENT_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,C8_INTERNATIONAL_TRAVEL_CONTROLS_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,H2_TESTING_POLICY_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,H3_CONTACT_TRACING_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,SI_DAYS_ABOVE_THRESHOLD_FIRST_WAVE,GOV_MAX_SI_DAYS_FROM_T0_POP,CLASS
96,ITA,Italy,,EPI_SECOND_WAVE,60297396.0,354950.0,58.866555365011116,36166.0,5.997937290691625,2020-02-26,2020-02-23,2020-02-25,2020-02-26,145,93.52,"22894   NaN
23052   NaN
Name: dead, dtype: float64",,731.0680062581495,0.12124371113109918,,,3.0,3.0,2.0,4.0,0.0,2.0,2.0,3.0,1.0,2.0,69.91,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,91.67,0,-1,0,0,49.0,0,-2,,,-23.0,16,140.0,72.0,140.0,85.0,22.0,71.0,88.0,0.0,0.0,146.0,55,49,3
97,JAM,Jamaica,,EPI_FIRST_WAVE,2948279.0,7718.0,26.177983833958727,139.0,0.4714614865146752,2020-03-19,2020-03-25,2020-04-15,2020-06-05,,87.04,,,,,,,3.0,2.0,2.0,4.0,0.0,1.0,2.0,4.0,1.0,1.0,75.0,,,,,,,,,,,,-12,,-14,0,,-12,-12,-4,,153.0,21,,,,,,,,,,,,28,1
98,JEY,Jersey,,EPI_FIRST_WAVE,,449.0,,32.0,,,2020-03-27,2020-04-16,2020-04-17,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
99,JOR,Jordan,,EPI_FIRST_WAVE,10101694.0,24926.0,24.675069349754605,191.0,0.18907719833920925,2020-03-19,2020-03-29,2020-03-31,2020-07-04,,100.0,,,,,,,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,100.0,,,,,,,,,,,,-14,-11,-11,-11,-11.0,-11,-11,-14,,109.0,-11,,,,,,,,,,,,-11,1
100,JPN,Japan,,EPI_SECOND_WAVE,126264931.0,89347.0,7.076153235295396,1629.0,0.12901444503224732,2020-03-13,2020-02-13,2020-03-01,2020-03-11,148,47.22,"23799   NaN
23970   NaN
Name: dead, dtype: float64","23970   NaN
24060   NaN
Name: dead, dtype: float64",21.370845818614903,0.0016925400940198433,13.039699875551864,0.0010327253792703425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,19.44,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,45.37,18,,,,,,,,,,,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63,4
101,KAZ,Kazakhstan,,EPI_FIRST_WAVE,18513930.0,143740.0,77.63883735111887,2114.0,1.1418429258401648,2020-03-27,2020-03-30,2020-04-06,2020-04-11,200,89.35,"24061   NaN
24272   NaN
Name: dead, dtype: float64",,44.9281616933644,0.02426722024624939,,,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,89.35,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,80.09,-14,0,-18,-11,-11.0,-11,-12,-14,32.0,-6.0,-11,77.0,51.0,201.0,197.0,135.0,154.0,167.0,137.0,153.0,192.0,107,0,2
102,KEN,Kenya,,EPI_SECOND_WAVE,52573973.0,41546.0,7.902389267784651,766.0,0.14569946996396868,2020-04-20,2020-03-27,2020-04-08,2020-04-16,186,88.89,"24273   NaN
24450   NaN
Name: dead, dtype: float64",,9.811392370667729,0.0018662071384005405,,,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,87.04,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,73.15,-12,,-14,-14,,0,0,-10,38.0,139.0,0,170.0,0.0,187.0,132.0,0.0,158.0,118.0,137.0,136.0,35.0,119,10,3
103,KGZ,Kyrgyzstan,,EPI_FIRST_WAVE,6456900.0,49230.0,76.24401802722669,1085.0,1.6803729343802754,2020-03-25,2020-04-02,2020-04-10,2020-05-03,176,92.13,"24500   NaN
24644   NaN
Name: dead, dtype: float64",,71.48942114442269,0.11071786947981646,,,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,92.13,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,76.39,-17,-8,-21,-8,-8.0,-8,-8,-16,,,-8,166.0,36.0,177.0,171.0,171.0,171.0,171.0,122.0,0.0,0.0,60,-8,2
104,KHM,Cambodia,,EPI_SECOND_WAVE,16486542.0,283.0,0.17165515970541306,0.0,0.0,2020-03-23,,,,62,68.52,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,46.3,,,,,,,,,,,,50.0,0.0,50.0,40.0,0.0,0.0,8.0,0.0,0.0,0.0,0,,3
105,KNA,Saint Kitts and Nevis,,,52823.0,19.0,3.5969180092005377,0.0,0.0,2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106,KOR,South Korea,,EPI_SECOND_WAVE,51709098.0,24703.0,4.77730243911816,433.0,0.08373768190657667,2020-02-22,2020-02-21,2020-02-23,2020-02-26,85,82.41,"25218   NaN
25405   NaN
Name: dead, dtype: float64",,5.4781743293895095,0.0010594217538641864,,,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,45.37,3.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,55.56,-15,45,0,43,,29,29,,-14.0,-10.0,45,84.0,14.0,59.0,16.0,0.0,28.0,28.0,0.0,83.0,79.0,12,45,4
107,KWT,Kuwait,,EPI_FIRST_WAVE,4207083.0,111116.0,264.1164911650186,658.0,1.5640290434013306,2020-02-27,2020-04-05,2020-04-18,2020-04-22,244,100.0,"25553   NaN
25712   NaN
Name: dead, dtype: float64",,7.5129457466898435,0.017857850074956553,,,3.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,2.0,2.0,81.48,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,100.0,-35,1,-26,-25,-24.0,-14,1,-23,,-29.0,-14,218.0,55.0,209.0,128.0,138.0,128.0,163.0,141.0,0.0,212.0,117,35,2
108,LAO,Laos,,,7169455.0,23.0,0.032080541686920414,0.0,0.0,,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
109,LBN,Lebanon,,EPI_FIRST_WAVE,6855713.0,52558.0,76.66306918040472,455.0,0.6636800577853827,2020-03-10,2020-03-11,2020-03-27,2020-03-30,,85.19,,,,,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,37.96,,,,,,,,,,,,-11,7,7,7,,7,163,5,,,7,,,,,,,,,,,,7,1
110,LBR,Liberia,,EPI_FIRST_WAVE,4937374.0,1363.0,2.7605767762377327,82.0,0.1660801875652928,2020-04-09,2020-04-05,2020-04-12,2020-04-26,193,87.96,,,,,,,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,79.63,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,79.63,-19,7,-14,-14,,-15,-15,60,148.0,,3,104.0,41.0,144.0,189.0,0.0,163.0,163.0,1.0,27.0,0.0,58,7,2
111,LBY,Libya,,EPI_FIRST_WAVE,6777452.0,42712.0,63.020734045774134,631.0,0.9310283569695514,2020-04-15,2020-04-03,2020-05-29,2020-06-16,,100.0,"26464   NaN
26656   NaN
Name: dead, dtype: float64",,11.119550164605506,0.016406682282081093,,,3.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,90.74,,,,,,,,,,,,-19,13,-20,-12,-12.0,-12,-12,-18,,,-10,,,,,,,,,,,,14,1
112,LCA,Saint Lucia,,,182790.0,29.0,1.5865200503309809,0.0,0.0,2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
113,LIE,Liechtenstein,,,38019.0,138.0,36.29764065335753,1.0,0.26302638154606905,2020-03-05,2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
114,LKA,Sri Lanka,,EPI_FIRST_WAVE,21803000.0,4752.0,2.1795165802871166,13.0,0.005962482227216438,2020-03-29,2020-03-29,2020-04-05,2020-05-26,,100.0,,,,,,,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,100.0,,,,,,,,,,,,-11,-13,-15,-15,-6.0,-11,-11,-10,,-52.0,-11,,,,,,,,,,,,-2,1
115,LSO,Lesotho,,EPI_SECOND_WAVE,2125268.0,1805.0,8.493046524014854,42.0,0.19762213518483315,2020-06-24,2020-07-10,2020-07-19,2020-07-27,80,90.74,,,,,,,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,54.63,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,71.3,-114,-103,-114,-114,,-114,-114,-103,,,-103,0.0,0.0,43.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0,-103,3
116,LTU,Lithuania,,EPI_FIRST_WAVE,2786844.0,6122.0,21.96750158961176,103.0,0.3695937052809558,2020-03-16,2020-03-21,2020-03-28,2020-04-06,,87.04,,,,,,,3.0,3.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,81.48,,,,,,,,,,,,-8,-5,-9,-5,,,20,-5,,17.0,-5,,,,,,,,,,,,20,1
117,LUX,Luxembourg,,EPI_SECOND_WAVE,619896.0,9360.0,150.99306980525765,130.0,2.0971259695174673,2020-03-08,2020-03-14,2020-03-21,2020-03-28,101,79.63,"27877   NaN
28070   NaN
Name: dead, dtype: float64",,2.9152005673572443,0.0470272524319764,,,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,42.59,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,79.63,2,2,-1,-1,,3,1,,58.0,-13.0,,56.0,56.0,73.0,59.0,0.0,34.0,36.0,0.0,28.0,99.0,0,3,4
118,LVA,Latvia,,,1912789.0,2670.0,13.958675002836173,40.0,0.20911872663424977,2020-03-12,2020-04-04,2020-04-13,2020-04-23,,65.74,,,,,,,2.0,2.0,2.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,65.74,,,,,,,,,,,,,,-22,,,,,-18,67.0,53.0,,,,,,,,,,,,,-8,0
119,MAR,Morocco,,EPI_FIRST_WAVE,36471769.0,149841.0,41.08410535282783,2572.0,0.7052029749365872,2020-03-26,2020-03-12,2020-03-25,2020-03-27,,93.52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.56,,,,,,,,,,,,4,8,2,,8.0,8,1,8,91.0,,8,,,,,,,,,,,,13,1
120,MCO,Monaco,,,38964.0,234.0,60.055435786880196,1.0,0.256647161482394,2020-02-29,2020-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
121,MDA,Moldova,,EPI_FIRST_WAVE,2657637.0,62151.0,233.8581228361887,1461.0,5.497364764262388,2020-03-15,2020-03-19,2020-04-02,2020-04-05,,87.04,,,,,,,3.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,54.63,,,,,,,,,,,,-8,,-9,2,4.0,5,5,-2,,42.0,5,,,,,,,,,,,,5,1
122,MDG,Madagascar,,EPI_FIRST_WAVE,26969307.0,16718.0,6.198898622052098,237.0,0.08787767516606934,2020-05-02,2020-05-18,2020-05-30,2020-06-11,171,95.37,"29095   NaN
29262   NaN
Name: dead, dtype: float64",,4.304746441820456,0.001596165018930763,,,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,70.37,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,68.98,-58,-43,-58,,-58.0,-56,-58,-59,,,-58,119.0,0.0,172.0,0.0,6.0,94.0,172.0,172.0,0.0,0.0,0,-43,2
123,MDV,Maldives,,EPI_FIRST_WAVE,530953.0,10894.0,205.17823611506103,35.0,0.659192056547378,2020-03-09,2020-05-01,2020-05-27,2020-07-03,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
124,MEX,Mexico,,EPI_SECOND_WAVE,127575529.0,814328.0,63.83105023221185,83642.0,6.556273029445952,2020-03-28,2020-03-21,2020-03-25,2020-03-28,201,82.41,"29558   NaN
29747   NaN
Name: dead, dtype: float64",,660.2648050132152,0.0517548161617433,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.33,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,70.83,2,5,3,,,9,9,,,,9,182.0,89.0,181.0,0.0,0.0,168.0,175.0,0.0,0.0,0.0,63,9,3
125,MKD,Macedonia,,EPI_FIRST_WAVE,2083459.0,20937.0,100.4915383504067,792.0,3.8013707013192963,2020-03-14,2020-03-23,2020-03-30,2020-04-02,,,"29837   NaN
30000   NaN
Name: dead, dtype: float64",,7.24044367969154,0.03475203341986351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
126,MLI,Mali,,EPI_SECOND_WAVE,19658031.0,3286.0,1.6715814518758263,132.0,0.06714812892501798,2020-04-12,2020-04-01,2020-04-06,2020-04-14,128,72.22,,,,,,,3.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,72.22,2.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,52.78,-13,,-7,,,,-7,30,,13.0,,68.0,0.0,129.0,0.0,0.0,0.0,36.0,91.0,0.0,110.0,0,-7,3
127,MLT,Malta,,,502653.0,3776.0,75.12140582071528,41.0,0.8156720441338259,2020-03-09,2020-04-10,2020-05-06,2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
128,MMR,Myanmar,,EPI_FIRST_WAVE,54045420.0,27974.0,5.1760167651578985,646.0,0.11952909238192616,2020-06-19,2020-04-01,2020-04-18,2020-09-09,,86.11,,,,,,,3.0,2.0,2.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,65.74,,,,,,,,,,,,-8,9,-19,16,6.0,13,0,178,,,11,,,,,,,,,,,,16,1
129,MNE,Montenegro,,EPI_FIRST_WAVE,622137.0,13869.0,222.92517564459274,202.0,3.2468732771077753,2020-03-19,2020-03-27,2020-04-19,2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
130,MNG,Mongolia,,EPI_FIRST_WAVE,3225167.0,318.0,0.9859954538788224,0.0,0.0,2020-04-15,,,,200,90.74,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,4.0,0.0,0.0,2.0,4.0,1.0,2.0,71.3,,,,,,,,,,,,175.0,3.0,201.0,102.0,3.0,3.0,150.0,187.0,0.0,201.0,3,,2
131,MNP,Northern Mariana Islands,,,57216.0,77.0,13.457774049217003,2.0,0.3495525727069351,2020-03-31,2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
132,MOZ,Mozambique,,EPI_FIRST_WAVE,30366036.0,10001.0,3.2934822312665375,71.0,0.02338138570342207,2020-05-21,2020-05-26,2020-06-22,2020-07-19,203,80.56,,,,,,,3.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,56.48,2.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,62.04,-64,,-64,,,,22,3,,-65.0,22,139.0,0.0,195.0,0.0,0.0,0.0,109.0,65.0,0.0,204.0,26,22,2
133,MRT,Mauritania,,EPI_FIRST_WAVE,4525696.0,7550.0,16.68251689905818,163.0,0.36016559662867326,2020-05-16,2020-04-03,2020-05-22,2020-05-28,192,77.78,"31532   NaN
31661   NaN
Name: dead, dtype: float64",,4.237878457500754,0.009364036951445156,,,3.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,77.78,3.0,1.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,2.0,77.78,-18,,-15,-15,,-15,-5,-11,,-21.0,,89.0,0.0,95.0,96.0,0.0,98.0,98.0,160.0,0.0,193.0,0,-5,2
134,MSR,Montserrat,,,,13.0,,1.0,,,2020-04-26,,,,72.22,,,,,,,3.0,3.0,2.0,4.0,0.0,3.0,0.0,4.0,2.0,2.0,72.22,,,,,,,,,,,,-41,-31,-31,-31,,-39,,-31,,-40.0,,,,,,,,,,,,,-15,0
135,MUS,Mauritius,,EPI_FIRST_WAVE,1265711.0,395.0,3.1207755956928556,10.0,0.07900697710614825,2020-03-21,2020-03-22,2020-04-02,2020-04-28,45,82.41,,,,,,,3.0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,50.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,82.41,-3,-2,-2,,,1,,-3,71.0,46.0,4,46.0,46.0,46.0,0.0,0.0,43.0,0.0,46.0,0.0,0.0,40,4,2
136,MWI,Malawi,,EPI_FIRST_WAVE,18628747.0,5821.0,3.124740488450458,180.0,0.09662485619671575,2020-05-26,2020-04-08,2020-06-14,2020-06-22,184,64.81,"32143   NaN
32318   NaN
Name: dead, dtype: float64",,4.340407263164527,0.0023299512646580726,,,3.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,56.48,3.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,60.19,-16,,-19,122,,,,-19,,-5.0,,157.0,0.0,185.0,41.0,0.0,0.0,0.0,151.0,0.0,185.0,0,122,2
137,MYS,Malaysia,,EPI_SECOND_WAVE,31949777.0,15657.0,4.900503687396629,157.0,0.0491396231028467,2020-03-14,2020-03-18,2020-03-23,2020-03-23,131,75.0,"32393   NaN
32558   NaN
Name: dead, dtype: float64",,3.3134670805849904,0.0010370861369658356,,,3.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,73.15,3.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,73.15,0,0,0,,,,0,66,21.0,-54.0,,98.0,47.0,108.0,0.0,0.0,0.0,84.0,27.0,87.0,132.0,0,66,3
138,NAM,Namibia,,EPI_FIRST_WAVE,2494530.0,11936.0,47.84869294015306,128.0,0.5131227124949389,2020-04-02,2020-07-11,2020-07-22,2020-07-31,127,73.15,"32717   NaN
32829   NaN
Name: dead, dtype: float64",,2.8252555693864094,0.01132580313480459,,,2.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,51.85,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,57.41,-116,,-116,-67,,-106,-106,-109,,-119.0,,0.0,0.0,62.0,11.0,0.0,39.0,106.0,49.0,0.0,128.0,0,-85,2
139,NCL,New Caledonia,,,287800.0,27.0,0.9381514940931203,0.0,0.0,2020-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
140,NER,Niger,,EPI_FIRST_WAVE,23310715.0,1201.0,0.5152137118059227,69.0,0.0296001216607899,2020-04-05,2020-03-25,2020-04-02,2020-04-06,205,61.11,,,,,,,3.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,52.78,3.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,61.11,-5,,-12,,,,3,-6,,,,72.0,0.0,53.0,0.0,0.0,0.0,46.0,140.0,0.0,0.0,0,3,2
141,NGA,Nigeria,,EPI_FIRST_WAVE,200963599.0,60266.0,2.998851548234862,1115.0,0.055482684702516695,2020-04-25,2020-03-24,2020-04-06,2020-04-12,224,85.65,"33309   NaN
33528   NaN
Name: dead, dtype: float64",,11.090723587298866,0.0005518772375936035,,,2.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,48.61,3.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,76.39,2,5,-4,4,5.0,5,5,-1,,-25.0,5,141.0,36.0,147.0,37.0,36.0,36.0,122.0,144.0,0.0,225.0,79,30,2
142,NIC,Nicaragua,,EPI_FIRST_WAVE,6545502.0,5264.0,8.042163916533827,153.0,0.23374830532478638,2020-05-23,2020-03-28,2020-05-04,2020-05-23,198,16.67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.11,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,2
143,NLD,Netherlands,,EPI_FIRST_WAVE,17332850.0,174450.0,100.64703727315474,6575.0,3.7933750075723265,2020-03-07,2020-03-07,2020-03-12,2020-03-15,,79.63,"33800   NaN
33944   NaN
Name: dead, dtype: float64",,142.08967553460238,0.08197709870829227,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.85,,,,,,,,,,,,9,8,3,164,,16,,,,-9.0,,,,,,,,,,,,,24,1
144,NOR,Norway,,EPI_SECOND_WAVE,5347896.0,15221.0,28.461660436179013,275.0,0.5142209197785447,2020-03-04,2020-03-13,2020-03-20,2020-03-25,146,79.63,"34086   NaN
34310   NaN
Name: dead, dtype: float64",,6.784147807407452,0.012685639001595117,,,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,40.74,3.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0,79.63,-1,,11,11,,,3,2,,81.0,,39.0,0.0,70.0,28.0,0.0,0.0,35.0,92.0,0.0,44.0,0,11,3
145,NPL,Nepal,,EPI_FIRST_WAVE,28608710.0,107755.0,37.66510269075397,636.0,0.2223099189023203,2020-05-13,2020-05-17,2020-05-29,2020-06-05,,96.3,,,,,,,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,92.59,,,,,,,,,,,,-59,-56,-60,-56,-54.0,-55,-56,-55,,-114.0,-55,,,,,,,,,,,,-54,1
146,NZL,New Zealand,,EPI_FIRST_WAVE,4917000.0,1515.0,3.0811470408785846,25.0,0.0508440105755542,2020-03-19,2020-03-29,2020-04-13,2020-04-17,94,96.3,,,,,,,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,96.3,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,96.3,-5,-4,-13,-6,-3.0,-6,-6,-9,,-30.0,-5,36.0,34.0,59.0,52.0,33.0,52.0,52.0,76.0,0.0,95.0,51,-3,2
147,OMN,Oman,,EPI_SECOND_WAVE,4974986.0,105890.0,212.8448200658253,1038.0,2.086438032187427,2020-03-19,2020-04-01,2020-04-18,2020-04-25,200,100.0,,,,,,,3.0,2.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,85.19,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,87.96,-17,115,-15,-15,-13.0,9,-14,-14,,-15.0,-11,160.0,24.0,158.0,158.0,156.0,111.0,157.0,131.0,0.0,158.0,154,115,3
148,PAK,Pakistan,,EPI_FIRST_WAVE,216565318.0,318932.0,14.726827127508939,6570.0,0.3033726757670404,2020-03-27,2020-03-20,2020-03-23,2020-03-29,187,96.3,"35238   NaN
35430   NaN
Name: dead, dtype: float64",,106.31049038650141,0.004908934236021181,,,3.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,52.78,3.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,2.0,1.0,61.11,-22,3,-7,-7,3.0,3,4,1,,42.0,3,188.0,23.0,150.0,150.0,76.0,122.0,110.0,61.0,0.0,41.0,72,6,2
